workclass,education,education-years,marital,occupation,relationship,race,sex,hours-per-week,natice-country,income
 Private, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, >50K
 Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Widowed, Craft-repair, Not-in-family, Black, Male,35, United-States, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,35, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, India, <=50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,40, Dominican-Republic, <=50K
 Private, Some-college,10, Divorced, Sales, Unmarried, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,51, United-States, <=50K
 Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,8, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Other, Male,14, United-States, <=50K
 Private, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,40, Poland, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,72, United-States, >50K
 Private, Masters,14, Married-spouse-absent, Sales, Not-in-family, White, Female,80, United-States, >50K
 Private, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Female,40, United-States, <=50K
 State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Separated, Protective-serv, Own-child, Black, Male,40, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States, >50K
 Private, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K
 Private, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,37, United-States, <=50K
 Private, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,50, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Private, 10th,6, Widowed, Craft-repair, Unmarried, White, Male,45, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,35, United-States, <=50K
 Private, 11th,7, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,55, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, Masters,14, Never-married, Other-service, Not-in-family, White, Female,32, United-States, <=50K
 Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
 Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, Japan, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States, >50K
 Private, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,50, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,24, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Sales, Own-child, White, Female,20, United-States, <=50K
 State-gov, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,42, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, >50K
 Private, 10th,6, Widowed, Tech-support, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Federal-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,99, United-States, >50K
 Private, 10th,6, Separated, Other-service, Not-in-family, White, Female,35, United-States, <=50K
 Local-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Private, 9th,5, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,40, Mexico, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,90, United-States, <=50K
 Local-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States, >50K
 Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, >50K
 Private, 10th,6, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
 Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,54, United-States, <=50K
 Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
 Private, 11th,7, Never-married, Sales, Own-child, White, Male,16, United-States, <=50K
 Private, 10th,6, Divorced, Other-service, Own-child, White, Female,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, United-States, <=50K
 Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,45, United-States, >50K
 Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,48, United-States, <=50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,40, Vietnam, <=50K
 Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,55, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States, >50K
 Self-emp-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, India, >50K
 Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Local-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Philippines, >50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
 Self-emp-inc, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, Honduras, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, >50K
 Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, Black, Male,40, United-States, <=50K
 Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,43, United-States, >50K
 Private, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,40, Taiwan, <=50K
 Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,72, Mexico, <=50K
 Private, 11th,7, Never-married, Transport-moving, Other-relative, White, Male,40, Guatemala, <=50K
 Private, Some-college,10, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Female,32, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, <=50K
 State-gov, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,40, United-States, >50K
 Private, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,30, El-Salvador, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,30, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States, >50K
 Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Philippines, >50K
 Private, 11th,7, Never-married, Sales, Unmarried, White, Female,25, United-States, <=50K
 Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,35, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Unmarried, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,40, United-States, >50K
 Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,25, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,45, Canada, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, 7th-8th,4, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,50, United-States, <=50K
 Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,6, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,24, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,30, United-States, <=50K
 Private, 12th,8, Separated, Other-service, Unmarried, White, Female,40, Mexico, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,40, Canada, <=50K
 Private, 11th,7, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
 Private, Prof-school,15, Married-civ-spouse, Transport-moving, Husband, Black, Male,50, United-States, >50K
 Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,43, United-States, <=50K
 Private, 11th,7, Separated, Sales, Not-in-family, White, Female,42, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K
 Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
 Federal-gov, Masters,14, Married-civ-spouse, Armed-Forces, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,72, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,20, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Poland, <=50K
 Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Machine-op-inspct, Unmarried, White, Male,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
 Private, 12th,8, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,55, United-States, <=50K
 Local-gov, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
 Private, 11th,7, Widowed, Other-service, Own-child, White, Female,47, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, >50K
